@relation train

@attribute employee_id numeric
@attribute department {'Sales  Marketing',Operations,Technology,Analytics,RD,Procurement,Finance,HR,Legal}
@attribute region {region_7,region_22,region_19,region_23,region_26,region_2,region_20,region_34,region_1,region_4,region_29,region_31,region_15,region_14,region_11,region_5,region_28,region_17,region_13,region_16,region_25,region_10,region_27,region_30,region_12,region_21,region_8,region_32,region_6,region_33,region_24,region_3,region_9,region_18}
@attribute education {'Masters  above',Bachelors,'Below Secondary'}
@attribute gender {f,m}
@attribute recruitment_channel {sourcing,other,referred}
@attribute no_of_trainings numeric
@attribute age numeric
@attribute previous_year_rating numeric
@attribute length_of_service numeric
@attribute 'KPIs_met >80\%' numeric
@attribute awards_won? numeric
@attribute avg_training_score numeric
@attribute is_promoted numeric
@attribute Class {yes,No}

@data
38049,Technology,region_2,'Masters  above',f,other,1,58,3,7,0,0,80,0,yes
4406,Analytics,region_32,Bachelors,f,other,1,29,?,1,0,0,85,0,yes
30646,Technology,region_31,'Below Secondary',m,sourcing,3,24,?,1,0,0,82,0,yes
12909,'Sales  Marketing',region_23,Bachelors,f,sourcing,1,32,5,4,0,0,50,0,yes
69729,'Sales  Marketing',region_13,Bachelors,m,sourcing,1,49,2,6,0,0,46,0,yes
207,Operations,region_22,'Masters  above',f,other,1,56,5,17,0,0,57,0,yes
58543,Finance,region_4,Bachelors,m,sourcing,1,29,5,3,1,0,60,0,yes
6261,HR,region_2,'Masters  above',f,sourcing,1,34,4,3,1,0,49,0,yes
11729,'Sales  Marketing',region_15,Bachelors,m,other,3,29,1,5,0,0,51,0,yes
62210,'Sales  Marketing',region_28,'Masters  above',m,other,1,40,5,6,1,0,50,1,No
48116,Procurement,region_22,Bachelors,m,other,1,27,4,2,0,0,70,0,yes
74461,Operations,region_22,?,m,sourcing,1,24,2,2,1,0,53,0,yes
36319,'Sales  Marketing',region_28,'Masters  above',m,other,1,41,2,6,0,0,55,0,yes
120,'Sales  Marketing',region_2,?,m,sourcing,1,42,3,6,1,0,51,0,yes
19900,Procurement,region_2,Bachelors,m,sourcing,1,29,1,7,0,0,64,0,yes
6285,Operations,region_15,'Masters  above',m,other,1,44,5,16,0,0,61,0,yes
29266,Analytics,region_2,Bachelors,m,other,3,31,4,4,1,1,79,0,yes
15778,Analytics,region_22,?,m,other,1,28,4,4,0,0,89,0,yes
608,'Sales  Marketing',region_10,'Masters  above',m,other,1,42,3,6,1,0,47,0,yes
4490,Analytics,region_22,'Masters  above',m,other,1,29,5,4,0,0,83,0,yes
10541,Procurement,region_20,Bachelors,f,other,1,31,3,5,1,0,68,0,yes
78245,'Sales  Marketing',region_33,Bachelors,m,sourcing,1,37,3,5,1,0,47,0,yes
75583,Operations,region_2,Bachelors,m,sourcing,1,52,3,14,0,0,59,0,yes
31951,Procurement,region_22,Bachelors,f,sourcing,1,30,3,2,0,0,69,0,yes
55340,'Sales  Marketing',region_16,Bachelors,m,sourcing,1,41,3,5,0,0,54,0,yes
14896,'Sales  Marketing',region_14,Bachelors,m,sourcing,2,28,3,2,1,0,51,0,yes
3402,Technology,region_2,'Masters  above',f,sourcing,1,37,1,5,1,0,81,0,yes
71958,Finance,region_7,Bachelors,m,sourcing,1,30,4,4,1,0,59,0,yes
40874,Technology,region_22,'Masters  above',f,sourcing,1,33,3,6,1,0,75,1,No
48906,Finance,region_6,Bachelors,f,other,1,28,5,3,1,0,97,1,No
69827,Procurement,region_7,'Below Secondary',f,other,1,24,?,1,0,0,66,0,yes
59182,Operations,region_7,'Masters  above',f,sourcing,1,46,3,16,1,0,60,0,yes
61653,'Sales  Marketing',region_27,'Masters  above',m,other,3,35,1,3,0,0,49,0,yes
69716,'Sales  Marketing',region_27,Bachelors,f,sourcing,2,25,?,1,0,0,53,0,yes
35331,HR,region_16,'Below Secondary',f,sourcing,1,25,3,2,0,0,50,0,yes
72958,RD,region_26,Bachelors,m,other,1,30,5,3,1,0,85,0,yes
51619,Technology,region_15,Bachelors,m,other,1,29,3,4,0,0,79,0,yes
22190,Analytics,region_22,Bachelors,m,referred,1,27,4,5,1,0,87,0,yes
46441,'Sales  Marketing',region_2,?,m,other,1,21,?,1,1,0,51,0,yes
57541,'Sales  Marketing',region_13,Bachelors,m,other,1,41,1,15,0,0,51,0,yes
22202,Analytics,region_25,Bachelors,m,other,1,29,1,4,0,0,88,0,yes
16443,HR,region_2,'Below Secondary',m,sourcing,1,23,5,2,1,0,50,0,yes
43466,'Sales  Marketing',region_23,Bachelors,m,other,1,34,3,7,1,0,48,0,yes
9655,'Sales  Marketing',region_7,Bachelors,f,sourcing,2,29,?,1,0,0,46,0,yes
74852,Technology,region_15,'Masters  above',m,sourcing,1,41,2,11,1,0,79,1,No
36529,Analytics,region_29,Bachelors,m,sourcing,1,28,3,3,1,0,85,0,yes
2533,Technology,region_4,'Masters  above',m,sourcing,2,36,4,7,1,0,80,1,No
74747,Technology,region_7,'Masters  above',m,other,1,38,4,2,1,0,77,0,yes
35344,'Sales  Marketing',region_1,Bachelors,f,other,1,27,1,4,0,0,50,0,yes
64584,'Sales  Marketing',region_2,'Masters  above',m,other,1,47,4,14,0,0,46,0,yes
43238,Operations,region_4,Bachelors,m,sourcing,1,42,3,6,1,0,61,0,yes
21668,Operations,region_22,Bachelors,m,sourcing,1,31,3,2,1,0,58,0,yes
24867,Operations,region_13,Bachelors,m,other,1,42,5,16,1,0,60,0,yes
9506,Analytics,region_20,Bachelors,m,sourcing,1,27,5,2,1,0,83,0,yes
27603,'Sales  Marketing',region_22,?,f,other,1,28,3,5,0,0,53,0,yes
39312,'Sales  Marketing',region_22,Bachelors,m,sourcing,2,28,4,7,0,0,62,1,No
58552,Analytics,region_28,'Masters  above',m,other,1,41,3,7,1,0,83,0,yes
50481,'Sales  Marketing',region_22,Bachelors,f,other,1,42,3,6,1,0,51,0,yes
7201,Analytics,region_22,Bachelors,f,sourcing,1,29,3,5,0,0,85,0,yes
6588,Analytics,region_7,Bachelors,m,other,2,34,2,7,0,0,80,0,yes
73844,Procurement,region_22,Bachelors,m,sourcing,1,29,4,2,0,0,70,0,yes
30954,'Sales  Marketing',region_13,Bachelors,m,sourcing,1,34,2,4,0,0,47,0,yes
70881,RD,region_2,'Masters  above',m,other,1,47,4,4,0,0,81,0,yes
6710,'Sales  Marketing',region_2,'Masters  above',m,sourcing,1,47,1,6,0,0,50,0,yes
29962,'Sales  Marketing',region_2,Bachelors,m,other,4,52,2,6,0,0,51,0,yes
57387,Technology,region_12,Bachelors,m,sourcing,4,31,2,5,0,0,84,0,yes
58155,Technology,region_2,Bachelors,m,other,1,33,5,3,1,0,78,0,yes
6085,Technology,region_2,'Below Secondary',m,other,1,24,4,1,1,0,80,0,yes
68181,Operations,region_2,Bachelors,f,sourcing,2,43,3,4,0,0,60,0,yes
65562,Operations,region_2,'Masters  above',m,other,1,45,3,15,0,0,59,0,yes
48774,Operations,region_21,Bachelors,m,sourcing,1,34,5,9,1,1,55,0,yes
20728,Operations,region_31,'Masters  above',m,other,1,40,4,2,0,0,60,0,yes
22339,Operations,region_4,'Masters  above',m,other,1,41,5,3,1,0,61,0,yes
56534,Operations,region_15,Bachelors,m,other,1,32,3,6,0,0,58,0,yes
2625,'Sales  Marketing',region_13,Bachelors,m,sourcing,1,30,5,5,0,0,50,0,yes
63761,'Sales  Marketing',region_19,'Masters  above',m,other,1,45,3,18,0,0,51,0,yes
44014,Procurement,region_20,Bachelors,f,sourcing,1,33,4,6,1,0,65,0,yes
70167,Finance,region_26,Bachelors,m,sourcing,2,40,3,7,0,0,62,0,yes
69776,'Sales  Marketing',region_17,'Masters  above',m,sourcing,2,37,3,5,1,1,52,1,No
71110,Technology,region_4,Bachelors,f,sourcing,1,37,4,4,1,0,78,0,yes
43559,Technology,region_2,Bachelors,m,sourcing,1,29,3,5,1,0,77,0,yes
62853,Technology,region_2,'Below Secondary',m,sourcing,1,23,?,1,1,0,82,0,yes
23521,Procurement,region_2,Bachelors,m,other,1,23,?,1,0,0,68,0,yes
62006,Analytics,region_31,Bachelors,m,sourcing,1,29,?,1,0,0,82,0,yes
10017,Analytics,region_30,Bachelors,m,other,1,29,5,2,0,0,88,0,yes
5157,Operations,region_2,Bachelors,f,other,1,29,?,1,0,0,60,0,yes
65801,Procurement,region_23,'Masters  above',f,other,1,39,2,15,0,0,69,0,yes
30489,'Sales  Marketing',region_8,Bachelors,m,other,1,36,1,3,0,0,49,0,yes
12065,'Sales  Marketing',region_2,'Masters  above',m,referred,1,33,5,6,1,0,86,1,No
21301,Finance,region_22,Bachelors,m,sourcing,1,34,3,6,1,0,64,0,yes
15954,Analytics,region_22,?,m,other,1,29,?,1,1,0,79,1,No
31319,RD,region_4,'Masters  above',f,other,2,35,3,2,1,0,81,0,yes
46330,Operations,region_14,'Masters  above',f,other,1,35,4,7,1,0,59,0,yes
6580,Operations,region_21,Bachelors,m,sourcing,1,36,1,8,0,0,57,0,yes
69050,'Sales  Marketing',region_2,'Masters  above',m,other,1,41,5,3,1,0,54,0,yes
19667,Procurement,region_22,Bachelors,m,referred,3,27,2,4,1,0,72,0,yes
33760,Operations,region_7,Bachelors,m,other,1,30,2,2,1,0,61,0,yes
61820,Operations,region_22,'Masters  above',m,other,1,39,4,10,1,0,59,0,yes
42481,'Sales  Marketing',region_33,Bachelors,m,other,3,33,3,3,0,0,48,0,yes
15829,Procurement,region_2,Bachelors,m,other,1,26,4,4,1,0,69,0,yes
29315,Analytics,region_22,Bachelors,f,other,2,31,5,3,1,0,83,0,yes
56419,HR,region_15,Bachelors,f,other,1,36,1,5,0,0,54,0,yes
30476,'Sales  Marketing',region_15,Bachelors,m,other,1,48,3,11,0,0,54,0,yes
28333,Operations,region_28,Bachelors,f,sourcing,1,30,1,2,1,0,61,0,yes
6688,'Sales  Marketing',region_2,'Masters  above',m,other,1,49,2,19,0,0,45,0,yes
14396,Operations,region_2,Bachelors,m,other,1,41,4,11,0,0,62,0,yes
8825,Operations,region_27,Bachelors,f,other,1,41,3,3,0,0,61,0,yes
43566,Procurement,region_30,'Masters  above',m,other,1,44,5,15,0,0,69,0,yes
40194,Finance,region_2,'Masters  above',m,other,1,38,1,10,0,0,63,0,yes
72234,'Sales  Marketing',region_2,Bachelors,m,other,2,45,2,14,0,0,49,0,yes
61085,Analytics,region_13,Bachelors,m,other,1,41,3,5,1,0,85,0,yes
49473,Finance,region_2,Bachelors,f,other,1,48,3,17,0,0,57,0,yes
7989,Technology,region_22,'Masters  above',f,other,1,32,3,10,0,0,77,0,yes
11673,'Sales  Marketing',region_16,Bachelors,m,sourcing,1,24,2,2,0,0,48,0,yes
16645,Technology,region_5,Bachelors,m,sourcing,1,37,1,2,0,0,75,0,yes
15285,'Sales  Marketing',region_27,Bachelors,m,sourcing,2,32,1,3,0,0,52,0,yes
11579,HR,region_7,'Masters  above',f,sourcing,1,42,5,5,1,0,53,0,yes
4794,'Sales  Marketing',region_27,Bachelors,m,other,1,32,5,4,1,0,55,1,No
69783,Procurement,region_2,'Below Secondary',m,other,1,25,3,2,0,0,78,1,No
75572,Technology,region_2,Bachelors,m,other,2,34,3,6,0,0,78,0,yes
11208,Finance,region_2,Bachelors,f,other,1,51,3,7,1,0,61,0,yes
29383,Technology,region_15,Bachelors,f,sourcing,2,30,3,7,0,0,90,1,No
64260,'Sales  Marketing',region_15,Bachelors,m,other,1,20,5,2,0,0,48,0,yes
10867,'Sales  Marketing',region_2,?,m,sourcing,4,24,3,3,0,0,48,0,yes
824,'Sales  Marketing',region_22,Bachelors,m,other,1,27,5,5,0,0,52,0,yes
50498,Operations,region_7,Bachelors,f,sourcing,2,33,5,10,1,0,61,0,yes
38785,'Sales  Marketing',region_16,Bachelors,m,other,2,30,4,2,0,0,48,0,yes
67594,Legal,region_27,Bachelors,m,other,1,30,5,2,1,0,59,0,yes
47619,Operations,region_22,Bachelors,m,other,1,52,4,4,1,0,60,0,yes
75199,'Sales  Marketing',region_31,Bachelors,f,other,1,28,4,3,0,0,48,0,yes
32193,'Sales  Marketing',region_4,Bachelors,m,other,1,33,3,5,1,0,46,0,yes
6792,Operations,region_2,'Masters  above',f,sourcing,1,39,5,8,1,0,62,1,No
73469,Technology,region_17,Bachelors,m,sourcing,1,33,3,10,1,0,76,1,No
16553,RD,region_2,'Masters  above',m,sourcing,1,38,3,8,0,0,80,0,yes
76345,Procurement,region_2,Bachelors,f,other,1,54,4,9,0,0,69,0,yes
22312,'Sales  Marketing',region_13,Bachelors,m,sourcing,1,52,5,7,0,0,44,0,yes
19201,HR,region_22,'Masters  above',f,other,1,38,4,4,1,0,48,0,yes
40402,Analytics,region_15,Bachelors,m,sourcing,1,28,?,1,0,0,85,0,yes
61940,Analytics,region_32,'Masters  above',m,sourcing,1,30,?,1,0,0,86,0,yes
62340,'Sales  Marketing',region_4,Bachelors,m,other,1,30,5,3,1,1,49,1,No
35710,'Sales  Marketing',region_2,Bachelors,m,sourcing,1,36,1,4,1,0,51,0,yes
59647,'Sales  Marketing',region_25,'Masters  above',m,sourcing,1,36,4,10,0,0,52,0,yes
17621,Analytics,region_2,Bachelors,m,sourcing,1,32,4,9,0,0,82,0,yes
50744,Operations,region_23,Bachelors,f,other,1,31,3,9,1,0,60,1,No
32549,Finance,region_15,'Masters  above',m,sourcing,2,35,4,3,0,0,58,0,yes
72617,Operations,region_19,Bachelors,m,other,2,32,3,6,0,0,62,0,yes
22410,Procurement,region_17,Bachelors,m,other,1,42,5,4,1,0,68,0,yes
19187,Technology,region_2,'Masters  above',m,sourcing,1,40,5,10,1,0,78,1,No
23816,'Sales  Marketing',region_7,?,m,other,2,28,1,5,0,0,51,0,yes
53035,Operations,region_11,Bachelors,m,sourcing,1,28,3,2,0,0,57,0,yes
7333,'Sales  Marketing',region_25,Bachelors,m,sourcing,2,31,3,3,0,0,50,0,yes
60805,'Sales  Marketing',region_16,'Masters  above',m,other,2,36,3,7,0,0,50,0,yes
7543,'Sales  Marketing',region_2,Bachelors,m,other,1,50,1,4,0,0,51,0,yes
37055,'Sales  Marketing',region_2,?,m,other,1,34,1,7,0,0,50,0,yes
22174,'Sales  Marketing',region_2,?,m,other,1,30,3,4,1,0,50,0,yes
41885,Technology,region_2,'Masters  above',f,sourcing,1,39,2,10,0,0,82,0,yes
37419,Technology,region_1,'Masters  above',m,other,1,33,2,6,0,0,78,0,yes
29674,Technology,region_33,Bachelors,m,sourcing,2,29,3,5,0,0,82,0,yes
40111,RD,region_22,Bachelors,m,sourcing,1,28,?,1,0,0,84,0,yes
47916,Procurement,region_16,Bachelors,f,sourcing,1,25,5,2,1,0,63,0,yes
36127,Procurement,region_2,'Masters  above',f,other,1,58,1,9,0,0,73,0,yes
59893,'Sales  Marketing',region_25,Bachelors,m,sourcing,2,27,?,1,0,0,50,0,yes
10132,Procurement,region_22,'Masters  above',m,other,1,41,3,12,0,0,74,0,yes
72755,RD,region_2,Bachelors,m,other,2,32,?,1,1,0,85,0,yes
20227,'Sales  Marketing',region_28,Bachelors,m,other,1,37,5,2,0,0,51,0,yes
18829,Operations,region_2,?,f,other,1,53,5,15,0,0,62,0,yes
34411,Operations,region_15,Bachelors,m,other,2,33,3,6,1,0,62,0,yes
74963,Procurement,region_2,'Masters  above',m,other,2,31,4,7,0,0,68,0,yes
12738,Operations,region_14,Bachelors,m,other,1,35,5,5,1,0,65,0,yes
50596,Operations,region_2,Bachelors,m,other,1,58,3,10,0,0,61,0,yes
76527,'Sales  Marketing',region_22,Bachelors,f,other,1,31,4,5,1,0,52,0,yes
58876,'Sales  Marketing',region_13,Bachelors,f,other,1,36,1,6,0,0,51,0,yes
57156,HR,region_22,Bachelors,m,sourcing,2,27,3,1,0,0,51,0,yes
50605,Procurement,region_2,'Below Secondary',m,other,2,22,3,2,0,0,72,0,yes
47105,Procurement,region_34,Bachelors,m,other,1,29,2,5,0,0,66,0,yes
63109,Finance,region_7,'Masters  above',m,other,1,31,2,6,0,1,72,1,No
63776,HR,region_2,Bachelors,f,other,1,37,3,7,0,0,49,0,yes
67876,Operations,region_31,Bachelors,f,sourcing,1,34,3,5,0,0,65,0,yes
20378,Analytics,region_28,Bachelors,m,other,1,30,2,2,0,0,83,0,yes
16096,RD,region_11,Bachelors,m,other,3,31,?,1,0,0,84,0,yes
22276,Operations,region_2,'Masters  above',m,other,1,39,5,4,1,0,62,0,yes
315,HR,region_2,Bachelors,m,other,1,49,3,6,0,1,62,1,No
48485,'Sales  Marketing',region_8,Bachelors,m,other,1,29,3,3,0,0,49,0,yes
43883,Operations,region_8,'Masters  above',f,other,1,30,5,5,1,0,55,0,yes
13697,Operations,region_15,'Masters  above',m,referred,2,36,5,8,0,0,58,0,yes
10859,'Sales  Marketing',region_28,'Masters  above',m,sourcing,1,34,1,7,0,0,50,0,yes
19895,Technology,region_8,Bachelors,m,sourcing,1,31,5,3,1,0,83,0,yes
56505,Procurement,region_4,'Masters  above',m,other,1,37,5,11,1,0,68,0,yes
23596,Operations,region_15,Bachelors,m,other,1,36,5,7,0,0,55,0,yes
17553,'Sales  Marketing',region_1,Bachelors,m,sourcing,1,31,3,2,0,0,46,0,yes
37540,Operations,region_26,Bachelors,m,other,2,29,4,7,0,0,63,0,yes
19146,Operations,region_22,Bachelors,m,sourcing,1,36,4,2,1,0,56,0,yes
12863,'Sales  Marketing',region_3,Bachelors,m,other,3,36,4,8,0,0,45,0,yes
16359,Operations,region_31,Bachelors,m,other,1,41,2,8,0,0,61,0,yes
27819,Legal,region_2,'Masters  above',m,other,1,59,4,7,1,1,62,0,yes
6047,Operations,region_32,?,f,other,1,28,3,4,0,0,61,0,yes
388,'Sales  Marketing',region_2,Bachelors,m,other,2,24,3,3,0,0,53,0,yes
19225,Procurement,region_2,'Masters  above',f,sourcing,1,38,4,9,0,0,73,0,yes
70169,'Sales  Marketing',region_27,Bachelors,m,other,1,25,1,2,0,0,54,0,yes
9674,Operations,region_22,Bachelors,m,other,1,31,5,6,1,0,65,0,yes
18157,'Sales  Marketing',region_15,Bachelors,m,sourcing,2,43,1,13,0,0,49,0,yes
59356,'Sales  Marketing',region_25,Bachelors,m,sourcing,1,30,5,7,0,0,52,0,yes
7698,'Sales  Marketing',region_7,'Masters  above',m,sourcing,1,51,3,5,0,0,44,0,yes
46387,Operations,region_2,Bachelors,f,other,1,29,3,2,1,0,55,0,yes
16750,Technology,region_5,'Masters  above',m,other,1,41,3,9,0,0,76,0,yes
38841,Procurement,region_2,Bachelors,f,other,1,24,?,1,0,0,71,0,yes
21812,'Sales  Marketing',region_31,Bachelors,m,sourcing,1,38,1,10,0,0,46,0,yes
39264,Operations,region_5,Bachelors,m,other,2,39,3,10,0,0,62,0,yes
8737,Operations,region_27,'Masters  above',m,other,1,42,5,2,1,0,61,0,yes
31928,Analytics,region_12,Bachelors,m,sourcing,2,33,5,3,0,0,85,0,yes
13935,RD,region_2,?,m,sourcing,2,25,5,2,1,0,82,0,yes
13425,Technology,region_24,Bachelors,m,other,2,31,1,6,0,0,75,0,yes
52930,'Sales  Marketing',region_15,'Masters  above',m,other,1,33,1,7,0,0,48,0,yes
77947,'Sales  Marketing',region_15,Bachelors,m,sourcing,1,27,2,4,0,0,46,0,yes
76277,Technology,region_2,Bachelors,f,sourcing,1,50,4,5,1,0,77,0,yes
67033,Procurement,region_6,Bachelors,m,sourcing,2,27,3,2,0,0,69,0,yes
72130,Operations,region_7,'Masters  above',f,other,1,40,5,11,0,0,60,0,yes
71672,Procurement,region_22,'Masters  above',m,sourcing,1,39,4,5,1,0,69,0,yes
49994,Technology,region_27,Bachelors,f,sourcing,1,36,4,7,1,0,82,0,yes
7265,'Sales  Marketing',region_9,Bachelors,m,other,1,30,1,3,0,0,48,0,yes
60521,'Sales  Marketing',region_7,Bachelors,m,sourcing,1,28,?,1,0,0,52,0,yes
1701,'Sales  Marketing',region_13,'Masters  above',m,other,1,40,5,7,1,0,53,0,yes
13680,'Sales  Marketing',region_2,Bachelors,m,other,1,35,4,7,1,0,47,0,yes
33670,Procurement,region_2,Bachelors,f,other,1,31,1,4,0,0,73,0,yes
60657,Procurement,region_2,Bachelors,f,sourcing,1,24,4,2,0,0,69,0,yes
14235,HR,region_2,'Masters  above',f,other,1,59,5,18,1,0,45,0,yes
5210,Technology,region_22,Bachelors,f,other,1,31,3,5,0,0,71,0,yes
22106,HR,region_20,'Masters  above',m,sourcing,1,33,1,5,0,0,51,0,yes
17730,Operations,region_22,'Masters  above',m,sourcing,2,42,3,11,0,0,62,0,yes
2245,Procurement,region_2,'Masters  above',m,other,1,43,3,7,1,0,69,0,yes
49258,Technology,region_9,'Masters  above',m,other,1,31,3,4,0,0,80,0,yes
29693,Operations,region_22,Bachelors,f,other,2,32,5,5,1,0,63,0,yes
755,'Sales  Marketing',region_11,Bachelors,m,other,1,23,?,1,0,0,46,0,yes
66445,Procurement,region_2,Bachelors,m,sourcing,1,30,1,4,0,0,66,0,yes
20292,'Sales  Marketing',region_2,Bachelors,m,referred,1,34,4,2,0,0,51,0,yes
44183,Operations,region_2,Bachelors,f,other,1,28,2,3,1,0,62,0,yes
57188,Operations,region_31,Bachelors,f,other,1,25,3,2,0,0,64,0,yes
53164,Operations,region_15,Bachelors,m,sourcing,1,35,5,9,1,0,62,0,yes
19392,Finance,region_2,Bachelors,m,other,1,40,5,12,1,0,62,0,yes
17329,RD,region_2,Bachelors,m,other,3,27,5,2,0,0,86,0,yes
49234,Operations,region_19,Bachelors,m,other,1,36,5,9,0,0,74,1,No
7577,'Sales  Marketing',region_2,Bachelors,m,sourcing,1,20,?,1,0,0,49,0,yes
47751,Analytics,region_22,Bachelors,m,referred,1,27,5,3,1,0,87,0,yes
35226,'Sales  Marketing',region_4,Bachelors,f,other,2,30,3,2,0,0,50,0,yes
17531,Operations,region_19,'Masters  above',f,sourcing,1,40,5,5,0,0,57,0,yes
76247,HR,region_27,Bachelors,m,sourcing,1,26,5,3,1,0,50,1,No
12384,Procurement,region_2,Bachelors,f,other,1,35,2,6,0,0,71,0,yes
55717,Technology,region_13,Bachelors,m,sourcing,1,55,3,13,1,0,79,0,yes
42529,'Sales  Marketing',region_2,Bachelors,m,sourcing,1,45,3,15,0,0,51,0,yes
71194,'Sales  Marketing',region_28,'Masters  above',m,sourcing,1,38,5,5,1,0,49,0,yes
12004,HR,region_2,Bachelors,f,sourcing,1,25,?,1,0,0,48,0,yes
1154,Finance,region_2,Bachelors,m,sourcing,2,36,4,11,0,0,61,0,yes
61110,Analytics,region_4,'Masters  above',m,other,1,43,3,14,0,0,85,0,yes
10133,Technology,region_27,'Masters  above',f,other,2,36,3,8,0,0,83,0,yes
42391,'Sales  Marketing',region_1,'Masters  above',m,other,1,33,3,7,0,0,50,0,yes
53739,HR,region_15,'Masters  above',m,sourcing,1,34,3,7,0,0,50,0,yes
7781,Procurement,region_11,Bachelors,f,sourcing,1,28,5,4,1,0,67,0,yes
62962,Operations,region_2,'Masters  above',f,other,1,55,5,11,1,0,85,1,No
67889,'Sales  Marketing',region_15,Bachelors,m,other,3,27,3,1,1,0,51,0,yes
71115,'Sales  Marketing',region_16,Bachelors,m,other,1,26,2,2,0,0,48,0,yes
34646,'Sales  Marketing',region_22,Bachelors,m,other,2,26,2,2,0,0,51,0,yes
47933,Operations,region_22,'Masters  above',m,other,2,32,4,6,0,0,62,0,yes
78063,Technology,region_13,'Masters  above',f,sourcing,1,35,3,9,0,0,83,0,yes
36983,Operations,region_2,'Masters  above',f,sourcing,1,51,2,4,1,0,58,0,yes
196,HR,region_7,Bachelors,f,other,1,35,3,7,0,0,46,0,yes
58100,HR,region_15,Bachelors,m,sourcing,1,33,1,5,0,0,53,0,yes
24317,Operations,region_2,'Masters  above',f,referred,1,39,3,6,0,0,56,0,yes
48920,Operations,region_7,'Masters  above',m,sourcing,1,55,5,15,0,0,76,1,No
1372,Procurement,region_26,Bachelors,m,sourcing,2,31,3,5,0,0,68,0,yes
35087,'Sales  Marketing',region_25,'Masters  above',m,other,1,38,1,11,0,0,54,0,yes
36887,Procurement,region_2,'Masters  above',m,sourcing,2,49,2,12,0,0,71,0,yes
12231,'Sales  Marketing',region_22,Bachelors,m,sourcing,1,33,4,8,0,0,48,0,yes
70626,'Sales  Marketing',region_2,?,m,other,3,24,3,3,0,0,47,0,yes
12296,Procurement,region_2,'Masters  above',f,sourcing,1,56,3,16,0,0,65,0,yes
78212,'Sales  Marketing',region_2,Bachelors,f,sourcing,1,58,3,14,1,0,51,0,yes
3142,Operations,region_30,Bachelors,m,other,1,28,1,3,0,0,59,0,yes
77622,RD,region_29,Bachelors,m,sourcing,1,29,3,3,0,0,83,0,yes
28964,Procurement,region_17,Bachelors,f,other,1,33,5,7,1,0,92,1,No
35632,Finance,region_2,Bachelors,f,sourcing,1,32,3,4,0,0,61,0,yes
19656,Technology,region_31,Bachelors,m,sourcing,2,28,3,4,0,0,82,0,yes
70176,HR,region_2,Bachelors,f,other,1,52,5,16,0,0,49,0,yes
19642,Finance,region_31,Bachelors,m,other,1,30,3,3,0,0,61,0,yes
40224,'Sales  Marketing',region_4,'Masters  above',m,other,1,45,3,5,0,0,45,0,yes
25525,Operations,region_21,Bachelors,m,sourcing,3,44,3,14,0,0,56,0,yes
42686,'Sales  Marketing',region_27,?,m,sourcing,1,34,2,7,0,0,52,0,yes
20840,Analytics,region_27,Bachelors,m,sourcing,1,28,?,1,0,0,78,0,yes
74273,'Sales  Marketing',region_20,Bachelors,m,other,1,27,3,3,0,0,52,0,yes
9134,Operations,region_33,Bachelors,f,other,1,27,3,4,0,0,57,0,yes
60049,Analytics,region_13,Bachelors,m,other,1,29,3,3,0,0,84,0,yes
53554,'Sales  Marketing',region_34,Bachelors,m,other,1,25,3,2,0,0,53,0,yes
73013,Operations,region_2,Bachelors,f,other,1,35,5,7,0,0,58,0,yes
59544,Technology,region_2,Bachelors,f,other,1,56,1,15,0,0,79,0,yes
44977,Finance,region_7,Bachelors,m,sourcing,2,30,3,2,0,0,61,0,yes
876,Finance,region_2,'Masters  above',m,other,2,57,4,7,1,0,58,0,yes
53609,Technology,region_10,'Masters  above',m,other,1,33,1,10,0,0,80,0,yes
23779,Procurement,region_2,'Masters  above',f,sourcing,1,32,3,5,1,0,70,1,No
76457,Operations,region_28,Bachelors,f,sourcing,2,26,5,2,1,0,62,0,yes
5578,HR,region_2,'Masters  above',m,sourcing,1,59,3,18,0,0,53,0,yes
45723,'Sales  Marketing',region_16,Bachelors,m,other,1,56,3,2,0,0,51,0,yes
23832,Operations,region_15,Bachelors,m,sourcing,1,37,3,7,1,0,55,1,No
32168,Finance,region_26,Bachelors,m,other,1,26,?,1,1,0,59,1,No
19751,Operations,region_13,Bachelors,f,sourcing,1,45,3,4,0,0,63,0,yes
34135,'Sales  Marketing',region_2,'Masters  above',m,other,1,60,5,18,1,0,51,0,yes
18445,'Sales  Marketing',region_26,Bachelors,m,other,1,33,4,6,0,0,51,0,yes
3135,Procurement,region_5,Bachelors,f,sourcing,1,31,3,5,0,0,72,0,yes
67828,Operations,region_22,Bachelors,m,sourcing,2,36,5,4,1,0,57,0,yes
35149,'Sales  Marketing',region_7,Bachelors,m,other,1,26,1,2,1,0,50,0,yes
48024,Technology,region_23,'Masters  above',m,other,1,32,3,5,1,0,79,1,No
25141,Analytics,region_22,Bachelors,m,sourcing,1,25,3,3,0,0,84,0,yes
47372,Procurement,region_2,'Masters  above',f,sourcing,1,35,5,10,0,0,80,1,No
45643,'Sales  Marketing',region_7,Bachelors,m,other,4,40,3,9,0,0,53,0,yes
34212,Procurement,region_2,Bachelors,f,referred,1,30,1,3,1,0,69,0,yes
41964,Technology,region_27,Bachelors,m,referred,2,27,?,1,0,1,81,0,yes
13306,Technology,region_2,'Masters  above',f,other,1,59,4,18,1,0,84,0,yes
